Country Name,Country Code,Series Name,Series Code,1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Panama,PAN,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,300.6605225,296.7514648,308.5865784,303.4575501,344.4079895,323.0513916,370.6297302,472.0870361,506.7849426,550.8075562,607.4224243,664.975647,725.0154419,805.789856,919.2946167,982.0653076,1056.684814,1126.961548,1227.305542,1339.451538,1358.449829,1417.154175,1472.046387,..,..
Panama,PAN,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,66.48512821,66.49041495,66.69091623,66.80287608,66.84268911,66.7041279,66.87309917,66.4453756,65.9913544,65.46000997,65.01433647,64.53315592,64.1186018,63.85070428,63.39244462,62.96588732,65.31985165,70.53390705,64.67389244,65.90445571,67.99607365,68.02002281,67.72247282,67.33083792,66.27103689,64.20107851,64.91902314,62.60831929,60.81624971,55.73144227,59.14628697,55.67852796,61.08548075,..
Panama,PAN,Urban population,SP.URB.TOTL,849529,876367,903449,930897,958815,987517,1017964,1049244,1081334,1114213,1147623,1181540,1215901,1250750,1285972,1323633,1373451,1424333,1476380,1529677,1584085,1639722,1696542,1754638,1813924,1872389,1918369,1965040,2012481,2060810,2109801,2159205,2209206,2260018,2311537,2363628,2416919,2471372,2526706,2583226,2641185,2700575,2761094,2822016,2882094,2937192,2988552,3042738,3099373,..
Panama,PAN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,6.41,6.67,8.73,8.06,8.78,..,..,8.41,9.71,10.08,12.34,10.53,11.84,16.33,16.31,11.6,16.12,14.67,13.26,14,14.01,14.32,13.37,14.02,11.75,13.53,14.71,14.11,13.62,12.44,10.33,9.11,6.78,4.868,6.56,5.832,3.922,3.714,3.732,4.444,4.402,4.843,5.461,5.313,6.409,18.548,10.293,8.281,6.678,..
Panama,PAN,"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,..
Panama,PAN,Trade (% of GDP),NE.TRD.GNFS.ZS,149.827502,137.0694091,137.0202354,125.817706,131.8630492,137.5019462,133.7228966,116.7849698,93.1350463,91.87702805,94.05957221,97.32745909,98.59077158,97.66534547,109.5977443,121.7935529,140.2465583,144.8791885,139.6792213,143.6090328,146.90538,165.6096802,174.713863,157.9964085,131.5573969,139.1979349,135.5843511,126.0244824,117.2674789,124.7617565,139.2111651,141.4725713,148.6656011,164.5862861,137.0460216,145.4487188,158.2083953,153.2086204,133.0715689,114.9706049,96.57915734,84.39597187,84.04753724,86.13096151,80.42865056,68.70042351,80.13346352,93.68717875,89.53306838,..
Panama,PAN,Surface area (sq. km),AG.SRF.TOTL.K2,75420,75420,75420,75420,75420,75420,75420,75420,75420,75420,75420,75420,75420,75420,75420,75420,75420,75420,75420,75420,75420,75420,75420,75420,75420,75420,75420,75420,75420,75420,75420,75420,75420,75420,75420,75420,75420,75420,75420,75320,75320,75320,75320,75320,75320,75320,75320,75320,..,..
Panama,PAN,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22.14,22.178,19.771,22.043,20.08,20.888,21.032,17.589,16.979,18.759,18.449,17.09,17.199,16.381,16.683,18.735,19.298,17.564,15.139,15.195
Panama,PAN,"School enrollment, primary (% net)",SE.PRM.NENR,88.80241,88.47768,..,90.59886,89.17121,88.11547,86.77832,85.80853,84.67357,84.44922,85.02362,84.99681,85.78162,84.95178,86.41496,86.60642,..,..,..,..,..,..,..,..,93.12762,94.87504,96.15982,98.30693,..,98.0224,97.56968,98.188,98.00928,97.00675,94.08748,95.62248,94.53537,93.93236,93.05661,90.58017,87.28892,..,86.23979,..,..,..,..,..,..,..
Panama,PAN,Rural population,SP.RUR.TOTL,882860,900568,918094,935414,952737,970017,986454,1003027,1019772,1036569,1053292,1069785,1086069,1102098,1117848,1131950,1134814,1137003,1138719,1139869,1140472,1140505,1140153,1139276,1137898,1137980,1151168,1164304,1177326,1190345,1203225,1215819,1228284,1240630,1252844,1264907,1276586,1287884,1298623,1308875,1318850,1328511,1337613,1345844,1352606,1356069,1356853,1358035,1359386,..
Panama,PAN,Rule of Law: Estimate,RL.EST,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-0.166979954,..,-0.130363435,..,-0.187658608,..,-0.08833684,-0.140504897,-0.107689194,-0.101316899,-0.155252963,-0.174098477,-0.203979909,-0.097268507,-0.080293067,0.025878649,-0.222083896,-0.253414422,-0.064679839,-0.140977621,0.033683963,0.007552708,-0.159112379,-0.191898912,-0.284955025,-0.269385785,-0.359851569,-0.34598121,..
Panama,PAN,Rail lines (total route-km),IS.RRS.TOTL.KM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,485,485,485,485,485,485,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bolivia,BOL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,49.336,49.971,50.387,50.838,51.353,51.828,52.259,52.511,52.861,53.383,53.777,54.247,54.901,55.505,56.146,56.797,57.439,57.923,58.66,59.282,59.787,60.287,60.745,61.227,61.655,62.057,62.538,63.068,63.455,63.819,64.182,64.529,64.939,65.299,65.656,66.003,66.282,66.586,66.777,66.97,67.205,67.392,67.536,67.699,67.82,62.906,61.427,67.434,68.581,..
Bolivia,BOL,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,197.5,191.2,185.1,179.4,174.1,169.1,164.5,159.9,155.5,151,146.3,141.5,136.5,131.5,126.6,121.7,117,112.2,107.6,103,98.4,93.8,89.3,84.7,80.2,75.7,71.4,67.4,63.5,59.9,56.4,53.1,50,47.2,44.5,42,39.7,37.5,35.4,33.5,31.8,30.3,29,27.8,26.7,25.7,24.8,23.9,23.1,..
Bolivia,BOL,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,95.2,100.336,103.594,104.22,101.117,102.471,104.817,101.199,99.262,97.764,99.135,98.647,100.249,98.671,97.359,97.511,96.01,93.391,93.771,94.933,93.578,94.939,95.155,95.579,96.189,94.285,89.908,86.733,87.266,86.189,85.017,84.906,83.413,82.349,80.977,79.815,78.291,76.922,75.473,74.011,72.732,71.546,70.498,69.522,68.46,67.521,66.639,65.76,64.848,..
Bolivia,BOL,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,..,..
Bolivia,BOL,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,..,..,..,..,..,11,13,12,10,6,33,42,35,28,52,41,43,45,52,58,64,61,58,61,77,75,71,77,88,84,85,83,84,88,93,91,95,93,87,85,89,87,84,83,75,68,70,69,67,..
Bolivia,BOL,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,77,77,77,80,84,85,83,84,88,93,91,95,93,87,85,89,87,84,83,75,68,70,69,67,..
Bolivia,BOL,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,..,..,..,..,..,13,17,15,13,20,21,55,57,58,59,53,54,57,57,64,58,61,51,65,79,84,88,91,96,90,89,88,86,92,93,88,96,92,87,89,95,94,83,89,79,74,75,69,68,..
Bolivia,BOL,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.39554119,4.82522202,4.89645052,5.19709635,4.86315727,5.07408142,4.66087532,4.6968894,4.60677242,5.17444515,5.20230532,5.17306805,5.2539444,5.57465124,5.89613628,6.55064964,6.83333063,6.4901948,6.60399437,6.88792992,8.0225811,8.159729,8.43142891,..,..
Bolivia,BOL,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,42.89028168,44.88241577,43.49106216,46.41044998,46.35359192,51.76200867,56.05701447,63.62155914,77.9777298,89.57923889,100.3935623,119.7837906,135.3206024,159.9938049,179.3274231,196.2579956,207.4511261,214.5857239,231.1880646,241.3461914,248.6951447,276.2088013,307.1380005,..,..
Bolivia,BOL,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,31.19517417,31.17865169,31.1711551,31.21425931,31.32578082,31.39612106,31.72978523,31.85370653,32.1192391,33.4557111,35.32756298,33.32286765,35.98883261,38.22225156,36.93934023,36.87666982,39.53613346,39.18908176,41.92928337,40.77294269,39.65884543,40.90152032,39.82926855,37.30647979,38.89950588,30.396856,31.13772877,31.4675597,33.68863849,32.02681961,30.66383097,32.22258241,32.53952442,..
Bolivia,BOL,Urban population,SP.URB.TOTL,2122523,2187964,2283241,2391101,2502518,2617478,2735557,2856907,2981433,3109776,3241393,3376820,3516664,3661303,3810020,3962719,4119115,4275490,4401921,4529370,4657871,4787532,4918056,5049472,5182816,5317591,5453480,5587910,5724387,5864143,6006796,6153677,6303816,6455760,6609139,6764132,6920743,7078715,7232019,7382343,7533287,7684922,7836841,7989684,8143476,8285943,8412854,8554248,8716127,..
Bolivia,BOL,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,5.2,5.3,5.3,5.5,5.6,6.1,10.16,11.6,14.19,14.66,19.28,19.76,20.32,18,10.1,6.69,6.59,5.52,5.99,3.08,3.69,5.23,2.08,..,3.93,4.47,5.24,5.48,..,4.17,5.45,5.08,5.18,2.603,2.973,..,2.255,2.066,2.437,2.021,3.111,3.498,3.655,3.519,3.682,7.903,5.089,3.552,3.024,..
Bolivia,BOL,"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,64,67,66,65,65,66,62,60,64,63,61,63,62,63,62,61,60,60,61,61,49,56,63,73,..
Bolivia,BOL,Trade (% of GDP),NE.TRD.GNFS.ZS,58.15495241,57.56306364,56.41907062,52.70338555,51.57077929,46.81329151,46.21976714,58.46829881,52.35579794,49.47473086,41.89279119,47.0313574,43.62265667,41.90625186,45.65468554,46.70327258,48.44496887,49.11085788,47.46712569,48.8608505,49.7379871,49.85629137,50.46966281,52.28116296,44.16825649,45.59777502,45.22782243,49.35026037,51.96783644,57.46426609,67.64194136,74.53784843,76.06191145,82.8670209,68.62707391,75.51162625,82.48039542,84.94876117,81.23090753,85.2644696,67.93284519,56.40103451,56.70465273,57.10996463,56.39730673,45.50326259,59.02139656,67.75589878,56.45823896,..
Bolivia,BOL,Surface area (sq. km),AG.SRF.TOTL.K2,1098580,1098580,1098580,1098580,1098580,1098580,1098580,1098580,1098580,1098580,1098580,1098580,1098580,1098580,1098580,1098580,1098580,1098580,1098580,1098580,1098580,1098580,1098580,1098580,1098580,1098580,1098580,1098580,1098580,1098580,1098580,1098580,1098580,1098580,1098580,1098580,1098580,1098580,1098580,1098580,1098580,1098580,1098580,1098580,1098580,1098580,1098580,1098580,..,..
Bolivia,BOL,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.08,10.786,11.019,9.685,9.179,10.031,10.854,10.414,10.45,11.158,14.561,10.792,11.577,10.834,10.235,13.702,10.976,9.969,9.597,9.194
Bolivia,BOL,"School enrollment, primary (% net)",SE.PRM.NENR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,94.72467,94.759,95.14838,94.89123,95.16109,95.2292,94.82356,94.96596,95.07125,94.89489,94.08623,93.52178,90.89746,88.24213,86.63318,86.31707,86.31873,87.3167,88.81425,90.87779,92.85137,..,..,..,..,..,..
Bolivia,BOL,Rural population,SP.RUR.TOTL,3015016,3068532,3095925,3113022,3128331,3141422,3152552,3161181,3167627,3172092,3174792,3175659,3175498,3174205,3171746,3167423,3161174,3154846,3177274,3197952,3216805,3234204,3249844,3263922,3276990,3288735,3299256,3312445,3326313,3340144,3353958,3368012,3382144,3395098,3407136,3418213,3428186,3437092,3450589,3466545,3481418,3495098,3507746,3518684,3527910,3530356,3524506,3522906,3528032,..
Bolivia,BOL,Rule of Law: Estimate,RL.EST,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-0.261528313,..,-0.22726056,..,-0.368222207,..,-0.378112555,-0.46946907,-0.626744568,-0.765424848,-0.853729308,-0.832326353,-0.978549302,-1.1139189,-1.029790163,-0.98403579,-1.018764019,-1.050950646,-1.058335066,-1.162117004,-1.238739491,-1.245108128,-1.21190083,-1.18941927,-1.218631148,-1.177601814,-1.301404238,-1.21933794,..
Bolivia,BOL,Rail lines (total route-km),IS.RRS.TOTL.KM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Brazil,BRA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,59.556,60.007,60.461,60.922,61.365,61.819,62.267,62.708,63.133,63.553,63.98,64.389,64.785,65.161,65.514,65.862,66.203,66.539,66.892,67.293,67.701,68.108,68.505,68.848,69.211,69.584,69.98,70.396,70.884,71.361,71.832,72.296,72.73,73.111,73.457,73.779,74.047,74.335,74.609,74.823,75.106,75.081,75.383,75.633,75.809,74.506,73.038,74.872,75.848,..
Brazil,BRA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,115.6,112.1,108.3,104.3,100.1,95.7,91.4,87.3,83.4,79.8,76.7,73.8,71.1,68.4,65.8,63.1,60.2,57.2,54.1,50.9,47.7,44.7,41.9,39.3,36.8,34.5,32.2,30.1,28.1,26.3,24.6,23.1,21.7,20.5,19.5,18.6,17.9,17.2,16.7,16.3,16,16.8,15.4,15.2,15,14.9,14.7,14.6,14.4,..
Brazil,BRA,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,82.017,82.386,82.299,81.693,80.756,81.232,82.35,83.145,84.9,84.238,86.482,87.955,89.156,90.166,89.483,88.481,87.862,86.887,87.126,86.666,87.339,87.328,87.791,87.982,87.003,85.611,84.155,81.131,78.025,76.9,75.968,73.845,71.698,69.141,67.334,65.474,64.773,64.285,63.947,63.365,61.779,58.372,56.558,54.287,50.958,47.46,45.67,42.881,42.686,..
Brazil,BRA,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.6,..,..
Brazil,BRA,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,..,..,..,..,..,37,47,56,60,68,66,58,58,58,56,66,78,71,75,74,81,77,79,93,94,98,98,99,99,99,99,99,99,99,99,99,99,95,97,93,96,89,83,87,70,77,68,77,90,..
Brazil,BRA,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4,10,15,6,13,84,94,91,92,97,96,98,99,99,96,99,96,98,96,96,96,96,89,82,87,72,77,68,77,90,..
Brazil,BRA,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,..,..,..,..,..,57,73,66,68,73,67,67,64,62,60,78,85,91,85,77,87,80,99,95,99,99,99,96,97,97,98,99,99,99,99,99,99,99,98,97,96,95,87,92,91,79,73,81,87,..
Brazil,BRA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.33457184,8.54963303,8.69686985,8.18899441,8.12491989,8.03539562,8.24952507,8.20182991,8.01128483,8.39480495,7.94516611,7.78819132,7.73637724,7.9766016,8.39644146,8.90929985,9.16901684,9.47125053,9.46475029,9.61449146,9.62326527,9.63646507,9.14277458,..,..
Brazil,BRA,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,313.9259033,271.5612183,248.377533,253.0897064,297.6824341,387.9312134,489.5388489,607.7302246,713.671936,728.5563965,906.0098877,1043.354858,968.7277832,993.7960815,1030.66272,796.1525269,810.2003784,954.7501221,880.2843018,868.1724854,680.7684326,768.270752,848.571228,..,..
Brazil,BRA,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,63.64804162,60.74898594,61.09372732,61.92518602,62.59012631,64.00547286,63.22919903,63.10111969,62.51319139,62.84624862,62.99497134,62.87183603,62.84757443,63.43607701,63.32681252,64.10270113,65.24634593,66.27949357,66.78446992,67.61069412,68.37332684,70.72083764,70.53069334,70.63807712,69.47126235,69.10173238,68.48830097,68.10196953,67.78406053,67.49370616,66.48275847,67.87256988,68.77172799,..
Brazil,BRA,Urban population,SP.URB.TOTL,65420857,68051232,70760392,73551099,76416004,79352101,82340685,85371053,88441554,91547882,94673905,97807964,100930955,104046863,107150809,110249653,113322847,116391291,119447677,122479568,125522590,128573880,131742708,134957264,138164576,141288924,143778920,146158653,148477268,150745355,152984542,155188992,157343140,159430712,161431674,163358522,165271423,167193100,169121374,171056777,172977104,174852930,176677496,178424995,180121128,181687255,182973030,184133782,185356223,..
Brazil,BRA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,1.92,2.32,2.36,2.76,..,3.99,4.83,4.62,4.04,3.38,2.37,3.56,3.79,4.145,4.703,..,7.086,6.03,..,7.092,8.035,9.003,10.15,11.125,..,10.649,10.641,11.169,10.072,10.551,9.692,9.28,8.268,9.419,..,7.578,7.251,7.071,6.755,8.538,11.58,12.792,12.33,11.936,13.697,13.159,9.231,7.947,..
Brazil,BRA,"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,87,87,87,88,88,88,88,88,88,88,88,88,88,88,88,89,89,89,90,91,80,79,87,89,..
Brazil,BRA,Trade (% of GDP),NE.TRD.GNFS.ZS,18.23433037,16.41554798,15.15524941,14.5778876,16.56688261,20.15540749,19.63292399,16.49117037,21.90035252,23.83007467,20.44976658,15.86065415,16.26239734,17.76724471,14.39087765,15.15559908,16.59207776,19.25337479,19.59932055,18.6747598,16.98446,15.63559148,16.57620926,16.43858493,20.98216648,22.63976136,26.93628502,27.6183574,28.14038472,29.67825248,27.08679521,26.04169989,25.29261137,27.25756942,22.1059756,22.77217811,23.93440518,25.11427361,25.78595733,24.68540581,26.95362594,24.53368208,24.31973437,28.87620338,28.89025787,32.30207855,37.65633076,38.81606598,33.85394659,..
Brazil,BRA,Surface area (sq. km),AG.SRF.TOTL.K2,8515770,8515770,8515770,8515770,8515770,8515770,8515770,8515770,8515770,8515770,8515770,8515770,8515770,8515770,8515770,8515770,8515770,8515770,8515770,8515770,8515770,8515770,8515770,8515770,8515770,8515770,8515770,8515770,8515770,8515770,8515770,8515770,8515770,8515770,8515770,8515770,8515770,8515770,8515770,8515770,8515770,8515770,8515770,8515770,8515770,8515770,8515770,8510417.771,..,..
Brazil,BRA,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,19.074,19.244,19.179,18.323,18.794,19.04,19.397,20.537,20.903,20.686,22.103,23.803,24.866,24.605,23.986,25.992,23.377,20.975,20.621,20.565
Brazil,BRA,"School enrollment, primary (% net)",SE.PRM.NENR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,96.914,..,98.03385,95.73049,93.17962,94.42334,94.85334,..,91.58906,97.54903,95.52765,..,95.00738,98.0755,93.76937,94.84088,94.73055,95.47144,96.29925,..,..,..,..,..,..,..
Brazil,BRA,Rural population,SP.RUR.TOTL,42198708,42162117,42114900,42049843,41964817,41855360,41722424,41552102,41348523,41110982,40841690,40528406,40173989,39779494,39352163,38893570,38401409,37883788,37346900,36785438,36212483,35628669,34918951,34202391,33476967,32729358,32522283,32344831,32145420,31929788,31703559,31464114,31209180,30936590,30648277,30343407,30013311,29683011,29356925,29028350,28698428,28365184,28025949,27682266,27334331,26973587,26577264,26172633,25784506,..
Brazil,BRA,Rule of Law: Estimate,RL.EST,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-0.223502204,..,-0.202992082,..,-0.244871855,..,-0.266611308,-0.367893666,-0.400920123,-0.475531459,-0.402620196,-0.409779429,-0.28804478,-0.103854693,0.056414437,0.045141723,-0.076932795,-0.092045203,-0.05296576,-0.187332958,-0.201301992,-0.305428565,-0.302342951,-0.224319816,-0.231919765,-0.301417381,-0.257879138,-0.308802843,..
Brazil,BRA,Rail lines (total route-km),IS.RRS.TOTL.KM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,512,..,..,32622,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Chile,CHL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,66.037,66.819,67.529,68.042,68.858,69.475,69.822,70.291,70.83,71.215,71.615,72.061,72.466,72.788,73.188,73.675,74.082,74.367,74.679,74.973,75.298,75.555,75.826,76.324,76.738,77.128,77.58,77.84,77.884,78.276,78.459,78.533,78.652,78.752,78.89,79.095,79.236,79.221,79.551,79.714,80.008,80.295,80.61,80.559,80.324,79.349,78.876,79.176,81.167,..
Chile,CHL,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,64.6,56.3,48.5,42,36.9,32.9,29.8,27.1,24.7,23,22.3,22.2,22,21.4,20.3,19.1,17.6,16.3,15,13.9,13.1,12.6,12.2,11.9,11.5,10.9,10.3,9.8,9.5,9.3,9.1,9,8.9,8.9,8.8,8.7,8.6,8.4,8.2,8.1,7.9,7.7,7.5,7.2,7,6.8,6.7,6.8,7.2,..
Chile,CHL,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,84.186,81.676,79.412,77.252,73.327,73.057,71.88,69.882,68.088,67.655,66.53,66.429,66.314,67.348,68.925,69.529,68.621,64.483,63.423,63.19,64.14,64.061,64.061,64.171,62.218,61.242,59.205,55.022,51.275,50.063,50.781,51.682,53.325,54.78,54.194,52.793,51.495,50.417,47.704,44.06,39.444,33.658,27.261,23.705,18.968,14.415,7.892,7.687,6.542,..
Chile,CHL,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.6,0.6,0.6,..,..
Chile,CHL,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,..,..,..,..,..,93,99,99,89,99,99,90,93,96,95,95,94,90,90,94,94,91,90,90,95,91,97,97,96,93,91,94,96,95,94,92,94,90,91,95,96,95,93,95,96,93,95,96,96,..
Chile,CHL,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,95,92,95,94,92,94,90,90,95,97,95,93,95,96,93,95,96,96,..
Chile,CHL,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,..,..,..,..,..,94,95,96,95,94,92,91,92,95,92,97,99,89,94,96,97,93,96,98,94,97,96,95,96,94,90,91,92,96,93,93,91,90,90,97,96,93,93,93,95,91,92,94,94,..
Chile,CHL,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.00020742,7.09733105,7.20833778,7.25047779,6.91028595,6.62372065,6.07235622,6.21259642,6.73954487,7.25026846,6.81958389,6.79947519,7.01951265,7.47552681,7.84150171,8.3513937,8.55767059,9.090518,9.15040398,9.29919815,9.68910599,9.68593311,10.06172848,10.09532642,..
Chile,CHL,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,353.2503357,323.6333618,319.5322266,346.1635437,422.9648132,495.5600281,565.8493042,643.0596314,719.0750122,730.6333618,861.7243652,984.4486084,1070.512939,1171.770386,1138.661133,1122.133789,1167.893066,1353.692749,1430.702637,1348.994019,1270.978149,1576.692871,1547.289673,1714.8927,..
Chile,CHL,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,73.91488851,73.62806677,73.91096664,74.29612068,74.31744605,74.03968296,73.99301857,73.69786008,73.70639355,73.84003979,74.07744364,74.38072809,74.21510828,75.07262507,75.69467004,76.74346018,76.7427228,76.17445152,76.42160937,74.83413285,74.85287608,76.00984319,75.89342133,75.2519102,75.3172004,74.63797244,73.77201784,74.16487588,74.14571487,74.51848752,75.07394559,75.39220714,75.35467953,..
